index	word	hiragana	meaning	meaning2	sentence	sentence meaning	group	level	set
3249	拘る	こだわる	be particular	worry	彼[かれ]は 細[こま]かいことには<b>こだわり</b>ません	He doesn't worry about details.	7k 	7	10
3250	返る	かえる	be restored to	return to	もう一度原点に<b>返って</b>考えましょう。	Let's go back to the beginning and think again.	JLPT0	5	6
3252	同一	どういつ	same	identical	この 人[ひと]とその 人[ひと]は、<b> 同一[どういつ]</b> 人物[じんぶつ]ですか。	Are this person and that person the same?	4k	5	6
3255	列車	れっしゃ	train		<b> 列車[れっしゃ]</b>がホームに 入[はい]ってきた。	The train has arrived at the platform.	5k	15	8
3255	不明	ふめい	unknown		その病気は原因<b>不明</b>と言われているんだよ。	The cause of this illness is said to be unknown.	JLPT1	30	5
3256	茶	ちゃ	tea		私[わたし]たちは 毎日[まいにち]お<b> 茶[ちゃ]</b>を 飲[の]みます。	We drink tea every day.	1k	6	6
3257	資料	しりょう	materials	data	図書館で<b>資料</b>を借りて来ました。	I borrowed some materials from the library.	JLPT2	20	5
3258	構想	こうそう	concept	plot	彼[かれ]は 新[あたら]しい 小説[しょうせつ]の<b> 構想[こうそう]</b>を 練[ね]っているの。	He's developing a plot for a new novel.	5k	25	6
3258	資格	しかく	qualifications	competence	日本語を教える<b>資格</b>を取りたいです。	I want to get a license to teach Japanese.	JLPT1	30	3
3262	決議	けつぎ	decision	resolution	委員[いいん] 会[かい]で<b> 決議[けつぎ]</b>されたことを 発表[はっぴょう]します	I will announce the resolution at the committee meeting.	8k	20	1
3262	無限	むげん	infinite	endless	資源は<b>無限</b>ではありません。	Resources are not infinite.	JLPT2	20	9
3263	地位	ちい	position	status	彼女[かのじょ]は 会社[かいしゃ]で 高[たか]い<b> 地位[ちい]</b>に 就[つ]いているよ。	She holds a high position in the company.	5k	11	6
3264	一生	いっしょう	a lifetime		<b>一生</b>のお願いがあります。	I have a once-in-a-lifetime favor.	JLPT2	20	1
3265	進歩	しんぽ	progress	advancement	科学[かがく] 技術[ぎじゅつ]は 目覚[めざ]ましく<b> 進歩[しんぽ]</b>しているの。	Science technology is making remarkable progress.	5k	10	3
3266	追求	ついきゅう	pursuit		わが 社[しゃ]はとことん 品質[ひんしつ]を<b> 追求[ついきゅう]</b>しています	Our company is looking for excellent quality.	8k	14	5
3267	続き	つづき	continuation	sequel	話[はなし]の<b> 続[つづ]き</b>は 電話[でんわ]でしましょう。	Let's continue this conversation on the phone.	2k	19	3
3269	和	わ	harmony	peace, sum	日本[にほん]では<b> 和[わ]</b>の 心[こころ]が 重[おも]んじられます	Harmony of the spirit is valued in Japan.	8k	9	1
3274	正義	せいぎ	justice	righteousness	この世に<b>正義</b>はないのだろうか。	Is there no justice in this world?	JLPT1	30	1
3274	ご存知	ごぞんじ	know	(honorific)	彼[かれ]の 名前[なまえ]を<b>ご 存知[ぞんじ]</b>ですか。	Do you know his name?	4k	16	9
3276	正解	せいかい	right answer	correct solution	10問中9問<b>正解</b>しました。	Nine out of ten questions were answered correctly.	JLPT1	30	10
3277	ポスト	ポスト	postbox	mailbox	手紙[てがみ]を<b>ポスト</b>に 入[い]れました。	I put the letter in the mailbox.	1k	1	7
3278	解除	かいじょ	cancellation	release	大雨[おおあめ] 注意報[ちゅういほう]が<b> 解除[かいじょ]</b>されました	The heavy rain warning was cancelled.	9k	31	1
3278	正座	せいざ	sitting upright with legs folded under one		彼はきちんと<b>正座</b>して待っていたね。	He waited while sitting properly on the floor, Japanese style.	JLPT0	5	3
3279	好み	このみ	taste	preference	姉[あね]と 私[わたし]は 服[ふく]の<b> 好[この]み</b>が 似[に]ています。	My elder sister and I have the same taste in clothes.	3k	11	2
3280	加入	かにゅう	entry	joining	自動車[じどうしゃ] 保険[ほけん]に<b> 加入[かにゅう]</b>しました	I enrolled in an automobile insurance plan.	8k	19	5
3280	不正	ふせい	fraud	impropriety	試験で<b>不正</b>が見つかったよ。	Cheating was discovered in the examination.	JLPT2	20	1
3281	側面	そくめん	side		これが 建物[たてもの]の<b> 側面[そくめん]</b>の 写真[しゃしん]です。	This is a side-view picture of the building.	5k	17	8
3282	異常	いじょう	extraordinary	exceptional	今年の夏は<b>異常</b>な暑さですね。	This summer is exceptionally hot.	JLPT2	20	1
3282	開設	かいせつ	establishment		四月[しがつ]に 新[あたら]しい 講座[こうざ]が<b> 開設[かいせつ]</b>されました	A new course was established in April.	7k	21	2
3283	日常	にちじょう	daily	everyday	音楽は私の<b>日常</b>の一部です。	Music is a part of my daily life.	JLPT2	20	6
3284	意識	いしき	consciousness	awareness	彼は<b>意識</b>を失いました。	He lost consciousness.	JLPT2	20	5
3285	常識	じょうしき	common sense	common knowledge	そんなの<b>常識</b>だよ。	That is common sense.	JLPT2	20	5
3286	異性	いせい	opposite sex		息子はもう<b>異性</b>を意識している。	My son is already aware of the opposite sex.	JLPT1	30	2
3287	等しい	ひとしい	equal	same	私は株の知識がないに<b>等しい</b>です。	I have almost no knowledge of stocks.	JLPT2	20	4
3287	回収	かいしゅう	collection	withdrawal	資源[しげん]の<b> 回収[かいしゅう]</b>にご 協力[きょうりょく]ください	Please cooperate in the collection of resources.	7k	23	7
3289	非常口	ひじょうぐち	emergency exit		ビルの<b>非常口</b>を確認したの。	I checked the building's fire exit.	JLPT0	5	10
3290	ドライブ	ドライブ	drive		今日[きょう]は 群馬[ぐんま]まで<b>ドライブ</b>しました。	I drove to Gunma today.	2k	2	4
3290	もてる	もてる	be popular with the opposite sex		彼は非常に<b>もてる</b>ね。	He's very popular.	JLPT1	30	4
3291	あちこち	あちこち	all over	here and there	私[わたし]たちは 朝[あさ]から<b>あちこち</b> 散歩[さんぽ]しました。	Since this morning we've been strolling about here and there.	1k	1	6
3294	移転	いてん	transfer	relocation	彼[かれ]の 会社[かいしゃ]は<b> 移転[いてん]</b>したよ。	His company relocated.	4k	28	4
3295	全般	ぜんぱん	general	all-round	彼[かれ]は 植物[しょくぶつ]<b> 全般[ぜんぱん]</b>に 詳[くわ]しいね。	He has all-round knowledge about plants.	4k	36	8
3296	調子	ちょうし	tone	condition	体の<b>調子</b>がとても良いです。	I'm in good physical condition.	JLPT2	20	10
3296	ウイルス	ウイルス	virus		彼女[かのじょ]は<b>ウイルス</b> 性[せい]の 病気[びょうき]に 感染[かんせん]しました	She was infected with a viral sickness.	7k 	7	6
3300	集合	しゅうごう	gathering	assembly	７ 時[じ]５ 分[ふん]に 駅[えき]で<b> 集合[しゅうごう]</b>しましょう。	Let's meet at the station at 7:05.	5k	10	3
3302	整理	せいり	disposition	arrangement	古い服を<b>整理</b>しました。	I sorted out the old clothes.	JLPT2	20	9
3302	音声	おんせい	sound	voice	録音[ろくおん] 前[まえ]に<b> 音声[おんせい]</b>テストをした	A voice test was done before recording.	9k	5	5
3306	共に	ともに	together		最後[さいご]まで<b> 共[とも]に</b>がんばりましょう。	Let's try our best together right to the end.	4k	11	6
3309	田	た	rice field	rice paddy	今は<b>田</b>に水を入れる季節です。	It's the season now when rice fields are filled with water.	JLPT2	20	8
3309	文明	ぶんめい	civilization	culture	多[おお]くの<b> 文明[ぶんめい]</b>は 川[かわ]の 近[ちか]くで 始[はじ]まった。	A lot of civilizations started near rivers.	3k	6	4
3310	検査	けんさ	inspection	examination	私は今日、目の<b>検査</b>を受けます。	I will have an eye examination today.	JLPT2	20	10
3311	ジャパン	ジャパン	Japan		<b>ジャパン</b>は 昔[むかし]ジパングだったそうだ	I hear that in the olden days Japan was called Zipangu.	7k 	7	2
3311	不安	ふあん	uneasiness	anxiety	明日、病院に検査に行くので少し<b>不安</b>です。	I'm a bit worried since I have to go to the hospital for tests tomorrow.	JLPT2	20	4
3313	提出	ていしゅつ	submittal		課題は7月5日までに<b>提出</b>してください。	Please submit your assignment by July 5.	JLPT2	20	5
3315	案外	あんがい	unexpectedly		彼は<b>案外</b>いい人かも知れない。	He may unexpectedly turn out to be a good person.	JLPT2	20	6
3316	うなずく	うなずく	nod		彼女は<b>うなずいて</b>同意を示したの。	She showed agreement with a nod.	JLPT2	20	9
3317	変動	へんどう	change	fluctuation	地価[ちか]が 大[おお]きく<b> 変動[へんどう]</b>した	The price of land fluctuates greatly.	7k	15	9
3317	反応	はんのう	reaction	response	彼女は良い<b>反応</b>を示したわ。	She reacted well.	JLPT1	30	9
3320	目標	もくひょう	target	goal	私は父を<b>目標</b>にしています。	I take my father as a role model.	JLPT2	20	5
3321	ケーキ	ケーキ	cake		誕生[たんじょう] 日[び]に<b>ケーキ</b>を 食[た]べました。	We ate cake on his birthday.	2k	2	4
3323	商店	しょうてん	shop	store	この 通[とお]りには<b> 商店[しょうてん]</b>が 多[おお]いね。	There are many shops on this street.	3k	12	7
3329	再開	さいかい	reopening	resumption	試合[しあい]はすぐに<b> 再開[さいかい]</b>されたの。	The game was resumed soon.	6k	26	9
3333	階級	かいきゅう	class	rank	軍隊[ぐんたい]や 警察[けいさつ]は<b> 階級[かいきゅう]</b> 社会[しゃかい]だ	The military and police are hierarchical societies.	9k	12	4
3334	前回	ぜんかい	last time		<b>前回</b>の続きから始めます。	We will start where we left off last time.	JLPT0	5	4
3335	更に	さらに	furthermore	still more	彼は<b>更に</b>質問を続けたの。	He kept raising more questions.	JLPT2	20	2
3336	市	し	city		その<b>市</b>の人口は減り続けているの。	The population of the city keeps decreasing.	JLPT2	20	9
3337	地価	ちか	price of land		東京の<b>地価</b>は上がり続けているんだ。	The price of land in Tokyo keeps going up.	JLPT0	5	9
3338	手続き	てつづき	procedure	formalities	入国<b>手続き</b>が終わりました。	The immigration procedures are finished.	JLPT2	20	2
3339	続々	ぞくぞく	in rapid succession	one after another	お客さんが<b>続々</b>とやって来ましたよ。	The guests came one after another.	JLPT2	20	8
3341	農家	のうか	farm		彼[かれ]は<b> 農家[のうか]</b>に 生[う]まれました。	He was born into a farming family.	5k	10	9
3342	相変わらず	あいかわらず	as usual	as before	彼は<b>相変わらず</b>忙しいですね。	He is busy as usual.	JLPT0	5	2
3351	暗記	あんき	memorization		試験の前に英文を<b>暗記</b>したんだ。	I memorized the English text before the examination.	JLPT2	20	8
3355	記憶	きおく	memory	recollection	当時のことはしっかり<b>記憶</b>しているよ。	I clearly remember what happened at that time.	JLPT2	20	5
3355	紛争	ふんそう	conflict	strife	長年[ながねん]あの 国[くに]では<b> 紛争[ふんそう]</b>が 続[つづ]いていました	The dispute has been going on for many years in that country.	8k	42	6
3357	最低	さいてい	lowest		これは今までで<b>最低</b>の記録だ。	This is the worst record so far.	JLPT2	20	9
3357	決意	けつい	resolution	determination	彼[かれ]の<b> 決意[けつい]</b>は 堅[かた]いな。	His determination is firm.	4k	11	9
3360	登山	とざん	climbing	mountaineer	夏休みには家族で<b>登山</b>をします。	I'm going mountain climbing with my family during summer vacation.	JLPT2	20	1
3362	山登り	やまのぼり	mountain climbing		明日は友達と<b>山登り</b>に行きます。	I'm going mountain climbing with my friend tomorrow.	JLPT0	5	8
3364	毎週	まいしゅう	every week		私[わたし]は<b> 毎週[まいしゅう]</b> 母[はは]に 電話[でんわ]をします。	I call my mother every week.	1k	7	3
3365	ダンス	ダンス	dance	dancing	彼女[かのじょ]は<b>ダンス</b>が 大好[だいす]きです。	She loves to dance.	2k	2	6
3369	ますます	ますます	increasingly		状況は<b>ますます</b>悪くなったね。	The situation has gotten worse and worse.	JLPT2	20	1
3371	男子	だんし	boy	(usually over the age of 7), young man	<b> 男子[だんし]</b>はこっちに 並[なら]んで。	Boys, you line up here.	3k	4	2
3371	態度	たいど	attitude	manner	あの男の<b>態度</b>にみんなあきれてたよ。	Everyone was tired of the man's attitude.	JLPT2	20	7
3372	非常	ひじょう	emergency	calamity	<b>非常</b>事態です。	We're in a state of emergency!	JLPT2	20	2
